bmi,gender,is_training,name,image_path,split,image_index,pair_id,pair_position,bmi_class,exists,readable,width,height,aspect_ratio,mode,file_size_kb,brightness_mean,contrast_std,blur_score,exact_md5,avg_hash,error
21.3108108108,Male,1,img_19.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_19.bmp,train,19,9,second_in_pair,normal,True,True,228.0,269.0,0.8475836431226765,RGB,179.736328125,120.64582925715776,48.37326010793935,159.82717895507812,a6a8fc993ddaa1ea4fbad21ae03adc52,1110001101011101000111010001110100111110001111110000111000000100,
26.6224852071,Male,1,img_20.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_20.bmp,train,20,10,first_in_pair,overweight,True,True,142.0,168.0,0.8452380952380952,RGB,70.271484375,107.56241616364856,72.15138700545806,285.6064147949219,28e6f8b3ef61741b2c79f4fd9c00fd42,1100000000011000001111000111110001111100001111000011100010011000,
21.6307692308,Male,1,img_21.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_21.bmp,train,21,10,second_in_pair,normal,True,True,138.0,156.0,0.8846153846153846,RGB,63.427734375,93.41884986993682,81.70490488513674,283.030517578125,951c4444959dbe696e975de9819c2836,0000000000111000001111000111110001111100001111000011110000011000,
41.8090397924,Male,1,img_22.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_22.bmp,train,22,11,first_in_pair,very_severely_obese,True,True,142.0,176.0,0.8068181818181818,RGB,73.615234375,111.8882442381562,53.662747745571885,272.4368591308594,cded711cf4c05822fa4a1309c15d7cfa,0000011110000000001111011111110111111111101111110010000000010000,
22.3488321799,Male,1,img_23.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_23.bmp,train,23,11,second_in_pair,normal,True,True,169.0,223.0,0.757847533632287,RGB,110.681640625,99.32191471860324,61.19157720363567,250.545654296875,798e704b8cf0673bf00ce1f332830c11,0000001100000011100000011000000111000011110001111100001100000011,
33.8112792969,Female,1,img_24.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_24.bmp,train,24,12,first_in_pair,moderately_obese,True,True,198.0,306.0,0.6470588235294118,RGB,178.154296875,99.85401399617086,57.49078560678817,87.17225646972656,17ae25241f84965371938b295fe62c90,0000000000001000000111000010000001001001110100111101111111111100,
24.8864746094,Female,1,img_25.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_25.bmp,train,25,12,second_in_pair,normal,True,True,216.0,242.0,0.8925619834710744,RGB,153.193359375,78.15796219773493,74.3645764722324,64.74254608154297,74ebeb97ef7c6a612f3e24cc6b70adf8,1000001110000011100000110000001100000011000000110000001100000000,
35.549342838,Male,1,img_26.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_26.bmp,train,26,13,first_in_pair,severely_obese,True,True,434.0,433.0,1.002309468822171,RGB,551.451171875,94.15895956833154,79.02825699404792,24.38650894165039,20f63efd201edb21ef31f233ddcec7bb,0000011100001111000011110000011000000010000000100000011000000100,
30.8511918022,Male,1,img_27.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_27.bmp,train,27,13,second_in_pair,moderately_obese,True,True,661.0,859.0,0.7694994179278231,RGB,1664.365234375,116.86470916644798,43.52704599917185,15.013734817504883,f48b5cbc19295d4da166fb75525d1b64,1000001100011011000011110000001110111111100001111000011100000001,
31.4511657215,Male,1,img_28.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_28.bmp,train,28,14,first_in_pair,moderately_obese,True,True,139.0,200.0,0.695,RGB,108.646484375,151.33561151079138,73.57831895055828,380.27630615234375,c7278f3cf6d08a2209a149402a5adc24,0110000100100000001111000111111101111111011111110011111100111110,
20.3768115942,Male,1,img_29.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_29.bmp,train,29,14,second_in_pair,normal,True,True,316.0,435.0,0.7264367816091954,RGB,537.005859375,131.0757092972501,67.63898103439566,377.28509521484375,7ea32fa54ffbaee91f3c9f095d9046c1,0000000111110001110000011111000111110001111100111110001100100001,
33.9023919753,Male,1,img_30.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_30.bmp,train,30,15,first_in_pair,moderately_obese,True,True,490.0,755.0,0.6490066225165563,RGB,1085.365234375,75.10290579808083,46.25215131450434,19.893131256103516,fe3fa80ceaa10c3e567b5425dd3531a3,0000000000111100011111100111101001111110001100000011000011111111,
27.7999614198,Male,1,img_31.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_31.bmp,train,31,15,second_in_pair,overweight,True,True,587.0,731.0,0.8030095759233926,RGB,1259.314453125,92.97648550327781,51.54134220552693,48.55274200439453,7082134a0b94a7e4671a627b5cac504a,0000100100111110001111100011110000110100001000100011001011111111,
31.4703856749,Female,1,img_32.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_32.bmp,train,32,16,first_in_pair,moderately_obese,True,True,119.0,124.0,0.9596774193548387,RGB,43.646484375,103.19124423963133,83.39002782648772,515.2133178710938,35913817559a8588ebb49dd01d2b8919,0000000010001100100111001011110010111100101111001011110000111110,
23.4010560147,Female,1,img_33.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_33.bmp,train,33,16,second_in_pair,normal,True,True,99.0,134.0,0.7388059701492538,RGB,39.310546875,105.25606814412785,75.93988748424464,262.9212646484375,7d99375f0a2aa6319c43aaf39b86e9ac,0000000000000000001110000111100011111100111111001111100011111100,
29.2252456538,Female,1,img_34.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_34.bmp,train,34,17,first_in_pair,overweight,True,True,311.0,354.0,0.8785310734463276,RGB,323.630859375,91.11341217505041,49.922021226242144,21.01919937133789,4bf97261aa9e15158279852e272c20cb,1100000010011100001111000011111000111110001111000001110000011100,
22.1403376165,Female,1,img_35.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_35.bmp,train,35,17,second_in_pair,normal,True,True,333.0,398.0,0.8366834170854272,RGB,388.724609375,112.96173812002958,57.241804208801604,25.05685043334961,855b896d3fb6edb69ac23f24f6bfe098,1111111111011111110011111000000110000000100000001000000000000000,
31.1667387543,Female,1,img_36.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_36.bmp,train,36,18,first_in_pair,moderately_obese,True,True,128.0,132.0,0.9696969696969697,RGB,49.552734375,121.78823390151516,39.741412544455734,118.08135986328125,4f83b2c58861dc4acdf7bb3f2717ce40,0011110011100000011100000011110000111100000111000000110100001111,
22.044766436,Female,1,img_37.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_37.bmp,train,37,18,second_in_pair,normal,True,True,152.0,226.0,0.672566371681416,RGB,100.693359375,115.91220307405682,52.715609341305914,476.6590270996094,766ddbc27c39389bbdcbf50df3ad343a,1100000011011100100001100000011100000111000001110000001100111111,
41.6866203791,Male,1,img_38.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_38.bmp,train,38,19,first_in_pair,very_severely_obese,True,True,110.0,149.0,0.738255033557047,RGB,48.361328125,184.66583282489322,52.20740818674982,348.4106140136719,0ad17d6894253c0e22d952a3d1fc76d9,1100000111000000100111001101100011111101110111011100000111011111,
36.2779133046,Male,1,img_39.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_39.bmp,train,39,19,second_in_pair,severely_obese,True,True,151.0,160.0,0.94375,RGB,71.302734375,131.83083609271523,32.794368375509684,78.30098724365234,9f504e3dbba7f0e21ab439078e0fe335,0000001110011001100111010001111100111111000111010000100000001100,
39.5759054232,Male,1,img_40.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_40.bmp,train,40,20,first_in_pair,severely_obese,False,False,,,,,,,,,,,missing_file
28.8904109589,Male,1,img_41.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_41.bmp,train,41,20,second_in_pair,overweight,True,True,842.0,1222.0,0.6890343698854338,RGB,3016.865234375,98.75626479701124,70.36420630383749,253.4806671142578,cb8b52794105f371e860b8835cca8955,1111111111111011101111011001110110111110100001111000000000000000,
43.5334959655,Male,1,img_42.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_42.bmp,train,42,21,first_in_pair,very_severely_obese,True,True,499.0,572.0,0.8723776223776224,RGB,837.943359375,100.51178931289152,71.45523425792703,239.5309600830078,09cae37580e4b9f28b3454c559731be1,0100001100000001001110010011111100111111000111100100011101111111,
35.6183148808,Male,1,img_43.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_43.bmp,train,43,21,second_in_pair,severely_obese,True,True,341.0,352.0,0.96875,RGB,352.052734375,96.36763529725407,54.17449914751947,158.36199951171875,f762a935cb67e8e72ce937ec4e59ad90,1100001011011110100011101000111011111110110011100000101000000000,
36.4878892734,Male,1,img_44.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_44.bmp,train,44,22,first_in_pair,severely_obese,True,True,93.0,108.0,0.8611111111111112,RGB,29.583984375,85.21475507765831,58.991259649068525,132.9872589111328,fb3f06290e44f6d63c9b067de9e749e9,1000001110000001100000011100001111000011110000110000001100000000,
25.8455882353,Male,1,img_45.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_45.bmp,train,45,22,second_in_pair,overweight,True,True,80.0,100.0,0.8,RGB,23.490234375,85.43425,60.21460310371148,428.7056884765625,98676f6ef19c0d5e61042bf44001bc96,1000000100000000000000000001001110010011110000111100011100111111,
37.9321563182,Male,1,img_46.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_46.bmp,train,46,23,first_in_pair,severely_obese,True,True,314.0,256.0,1.2265625,RGB,236.052734375,99.09776821257962,21.60786002462913,12.918473243713379,27bf98837f35f7b8a60949e40fd1163e,0000000100011001000110010011110100111111001111111001111111101111,
30.4015076374,Male,1,img_47.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_47.bmp,train,47,23,second_in_pair,moderately_obese,True,True,430.0,499.0,0.8617234468937875,RGB,629.650390625,92.99902595889453,42.35656598449092,17.648845672607422,6451e31c99a30f41751f39f881af8fe6,1100000110000001101110010011100111111101011111010111100011110011,
44.0731095679,Male,1,img_48.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_48.bmp,train,48,24,first_in_pair,very_severely_obese,True,True,276.0,363.0,0.7603305785123967,RGB,293.572265625,36.77145965584701,43.18348956751286,105.32295227050781,d5faf6989517d31e6b2d801e4c6eb6f0,0000000100000001110111010011111101111111001111110000000000000000,
40.6828703704,Male,1,img_49.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_49.bmp,train,49,24,second_in_pair,very_severely_obese,True,True,209.0,291.0,0.718213058419244,RGB,178.517578125,107.95876288659794,68.77110689630662,308.6097106933594,64ccb105c0542fa41d1296a1de18d8bb,1100011110000011101111111011111111111111100011000000000000000000,
27.8220155709,Male,1,img_50.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_50.bmp,train,50,25,first_in_pair,overweight,True,True,56.0,77.0,0.7272727272727273,RGB,12.685546875,135.13682745825602,52.93254378025064,849.710205078125,aad5eab27db184151b186d67605a54cb,0001111100000110000111100011111001111110000001100000100000000000,
21.2846020761,Male,1,img_51.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_51.bmp,train,51,25,second_in_pair,normal,True,True,66.0,69.0,0.9565217391304348,RGB,13.529296875,152.15436978480457,77.70253187807836,1337.474853515625,a81314e1610b52876a39f9b8850b41cd,1100001111010001100100011111000111110011110000111110001111100001,
36.4878892734,Male,1,img_52.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_52.bmp,train,52,26,first_in_pair,severely_obese,True,True,176.0,182.0,0.967032967032967,RGB,93.896484375,137.40528221778223,49.286796723250674,108.00713348388672,7e13582a60f3a597f69b6026e545abd0,1110001111100001110000001100000011000001110000011100011111001111,
27.365916955,Male,1,img_53.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_53.bmp,train,53,26,second_in_pair,overweight,True,True,138.0,167.0,0.8263473053892215,RGB,67.896484375,124.03939946194568,55.37268517065313,297.9439392089844,f810b2951b62e55256d03bbd33cbde5c,1100000110011000100110001100010011100101110000011110001111100111,
35.7277249135,Female,1,img_54.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_54.bmp,train,54,27,first_in_pair,severely_obese,True,True,74.0,106.0,0.6981132075471698,RGB,23.240234375,146.6469913309536,48.08733279771917,234.01498413085938,4bce64f116036acb7c951b5b17aafa1c,0000001100011000000111000011110000111100001111000011110001111110,
21.2846020761,Female,1,img_55.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_55.bmp,train,55,27,second_in_pair,normal,True,True,80.0,106.0,0.7547169811320755,RGB,24.896484375,90.54551886792453,49.49881172305984,1200.146728515625,57295e9d04bbaf80af4ef60fb55db332,0111011100111011001111010000000000110100001100010001000100100011,
37.9258494031,Female,1,img_56.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_56.bmp,train,56,28,first_in_pair,severely_obese,True,True,298.0,349.0,0.8538681948424068,RGB,305.427734375,124.19927501394204,61.479603992981794,69.65340423583984,b8ab9bdfecad193ddcaa44c42d24361f,1100000111000001101100001111111101111111001111100001110000011000,
23.4010560147,Female,1,img_57.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_57.bmp,train,57,28,second_in_pair,normal,True,True,343.0,355.0,0.9661971830985916,RGB,357.826171875,69.28872007555537,50.29283277480139,33.93275833129883,6c615037bc90a4e987ab6f125ca17caa,1000000110100001101100001001110010111100100111001000111010000110,
38.2736816406,Female,1,img_58.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_58.bmp,train,58,29,first_in_pair,severely_obese,True,True,183.0,209.0,0.8755980861244019,RGB,112.716796875,106.68685125630769,52.226479456473164,100.10289764404297,3ed54e7e85abcb8cacc1cb3261eac31d,0000000000011000001111000011110000111100001111000011110000111100,
29.1772460938,Female,1,img_59.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_59.bmp,train,59,29,second_in_pair,overweight,True,True,104.0,109.0,0.9541284403669725,RGB,33.263671875,138.1435250529287,36.4428036270243,65.4515151977539,9e7407704ff6e915a97b029339d4f2dd,1000011100000111001000110010001100111011000110010000000100000001,
30.2446222222,Male,1,img_60.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_60.bmp,train,60,30,first_in_pair,moderately_obese,True,True,201.0,261.0,0.7701149425287356,RGB,154.001953125,123.1946970130192,59.40529364456078,331.1551513671875,2a64759c0b06ce81c6f4f47392141bd1,1100011110000001000111010000001100000011100001111000111101000111,
21.9960888889,Male,1,img_61.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_61.bmp,train,61,30,second_in_pair,normal,True,True,187.0,213.0,0.8779342723004695,RGB,117.369140625,98.48921694157816,50.70291656059994,205.75872802734375,28bc9c2428f6f8eef90b79b1dddd228b,1100000000000000101100010011101100111111001111110111111111111111,
33.2990677753,Female,1,img_62.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_62.bmp,train,62,31,first_in_pair,moderately_obese,True,True,130.0,144.0,0.9027777777777778,RGB,55.177734375,90.92580128205128,67.25280311333898,343.30499267578125,ae314b6c22be1d9debd3bae34ec084eb,0000001100011001000111000000011100001111000011110000111100011111,
23.9115646259,Female,1,img_63.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_63.bmp,train,63,31,second_in_pair,normal,True,True,81.0,81.0,1.0,RGB,19.353515625,85.02773967383021,57.602293588885,195.22802734375,18035c3714f17ef866f6273c106d91ff,1000001110011001100110011000111110011111100001111000010100000100,
37.5852082869,Male,1,img_64.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_64.bmp,train,64,32,first_in_pair,severely_obese,True,True,435.0,502.0,0.8665338645418327,RGB,641.279296875,88.2023538031781,54.71985397262401,118.8536376953125,830d9890492ea3d51b2b6875818d5acd,0011110000111100001101000010000000100000011000011110000111100001,
26.6228558699,Male,1,img_65.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_65.bmp,train,65,32,second_in_pair,overweight,True,True,199.0,253.0,0.7865612648221344,RGB,148.294921875,103.30142808906191,65.82036106122943,81.54429626464844,a0218ac045abc033f2c39406696b2113,1111111110111111101111110000111101101111000010000000000000000000,
51.4892578125,Female,1,img_66.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_66.bmp,train,66,33,first_in_pair,very_severely_obese,True,True,241.0,276.0,0.8731884057971014,RGB,195.193359375,111.31293222683264,46.66172108248876,233.09140014648438,9fbcf0b8936ecfcf5105e3a551cf7c7e,1001001100000001011110111111111011111100111111001100000000000100,
25.7446289062,Female,1,img_67.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_67.bmp,train,67,33,second_in_pair,overweight,True,True,229.0,265.0,0.8641509433962264,RGB,178.099609375,99.34211090055203,51.0526843045373,77.00071716308594,4a68af68ba4fcc0255375858cbf06e4d,1100001110000011100000111000001111000011110000111100011110000011,
41.6866203791,Male,1,img_68.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_68.bmp,train,68,34,first_in_pair,very_severely_obese,True,True,360.0,528.0,0.6818181818181818,RGB,556.927734375,131.2024779040404,68.35208200208626,436.6632995605469,694bf53e9d6de4eef287ee1a8096ac7d,0100001100000001001111010011100101111111001111010011110100011110,
29.5500093826,Male,1,img_69.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_69.bmp,train,69,34,second_in_pair,overweight,True,True,309.0,447.0,0.6912751677852349,RGB,405.146484375,145.53154796811538,55.81285078369917,232.92344665527344,55a1d08fba9172b0ef6c186dc56a867d,0000000000111100001111000011110001111100001111001011110000111000,
37.9736842105,Male,1,img_70.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_70.bmp,train,70,35,first_in_pair,severely_obese,True,True,377.0,484.0,0.7789256198347108,RGB,535.099609375,154.54114146042045,70.37989869918262,267.0379943847656,254b70cbf0d598b2d0669e48293eb022,1110011111000001101111011100111111101111110011110000010000001100,
31.8881578947,Male,1,img_71.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_71.bmp,train,71,35,second_in_pair,moderately_obese,True,True,356.0,505.0,0.7049504950495049,RGB,526.751953125,118.88793525419958,71.25940256756412,315.0529479980469,eeb2681fb03c47769d8399826363f6d4,1100000111000001110111111100100111011111100000010000000000001000,
41.9701492537,Male,1,img_72.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_72.bmp,train,72,36,first_in_pair,very_severely_obese,True,True,588.0,773.0,0.7606727037516171,RGB,1331.666015625,153.93239520905388,51.216811836013534,78.57261657714844,fe81b75b6c60999e743c75bcaa4f3279,1110011110011111100110011000000110000001100000011100001111100111,
26.3096458008,Male,1,img_73.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_73.bmp,train,73,36,second_in_pair,overweight,True,True,603.0,784.0,0.7691326530612245,RGB,1387.365234375,117.5190988086777,48.152925355614315,81.52262878417969,f232ee7b3798770def25fbb6f9436deb,1001110010011100100111000001110000000100000000001100001111000111,
51.4892578125,Female,1,img_74.bmp,/Users/satanhaha/Documents/MS ADS/ML2/Final Project/BMI/Data/Images/img_74.bmp,train,74,37,first_in_pair,very_severely_obese,True,True,270.0,303.0,0.8910891089108911,RGB,240.322265625,112.56715560444934,46.23174242250626,194.14080810546875,b85290bba6190f31d30400b40eff7021,1001001100000001011010011111111111111100111111001101100010000000,
