Unnamed: 0,bmi,gender,is_training,name,bmi_category
84,41.5003341501,Female,1,img_84.bmp,Severely Obese
85,30.8511918022,Female,1,img_85.bmp,Obese
86,54.1237024221,Female,1,img_86.bmp,Severely Obese
87,38.0082179931,Female,1,img_87.bmp,Obese
88,53.6907359651,Male,1,img_88.bmp,Severely Obese
89,34.1668319778,Male,1,img_89.bmp,Obese
90,49.7411555556,Male,1,img_90.bmp,Severely Obese
91,40.3678222222,Male,1,img_91.bmp,Severely Obese
92,35.1426170972,Female,1,img_92.bmp,Obese
93,27.4643982357,Female,1,img_93.bmp,Overweight
94,37.2438964844,Female,1,img_94.bmp,Obese
95,32.6098632812,Female,1,img_95.bmp,Obese
96,42.2631952663,Male,1,img_96.bmp,Severely Obese
97,29.950295858,Male,1,img_97.bmp,Overweight
98,29.285855981,Male,1,img_98.bmp,Overweight
99,25.1021622694,Male,1,img_99.bmp,Overweight
100,29.8341049383,Male,1,img_100.bmp,Overweight
101,24.4097222222,Male,1,img_101.bmp,Normal
102,37.2438964844,Female,1,img_102.bmp,Obese
103,32.0949707031,Female,1,img_103.bmp,Obese
104,42.2408267906,Male,1,img_104.bmp,Severely Obese
105,30.7513219035,Male,1,img_105.bmp,Obese
106,29.8341049383,Male,1,img_106.bmp,Overweight
107,24.4097222222,Male,1,img_107.bmp,Normal
108,35.15,Female,1,img_108.bmp,Obese
109,25.6810204082,Female,1,img_109.bmp,Overweight
110,37.5521193772,Male,1,img_110.bmp,Obese
111,28.4301470588,Male,1,img_111.bmp,Overweight
112,39.1911651235,Male,1,img_112.bmp,Obese
113,35.1228780864,Male,1,img_113.bmp,Obese
114,34.0789473684,Male,1,img_114.bmp,Obese
115,25.5592105263,Male,1,img_115.bmp,Overweight
116,39.1554054054,Male,1,img_116.bmp,Obese
117,28.2432432432,Male,1,img_117.bmp,Overweight
118,33.8112792969,Female,1,img_118.bmp,Obese
119,27.4609375,Female,1,img_119.bmp,Overweight
120,35.8009259259,Male,1,img_120.bmp,Obese
121,23.8672839506,Male,1,img_121.bmp,Normal
122,38.0082179931,Female,1,img_122.bmp,Obese
123,32.5350346021,Female,1,img_123.bmp,Obese
124,38.0082179931,Female,1,img_124.bmp,Obese
125,29.7984429066,Female,1,img_125.bmp,Overweight
126,36.6059171598,Female,1,img_126.bmp,Obese
127,29.6175147929,Female,1,img_127.bmp,Overweight
128,43.2315016862,Male,1,img_128.bmp,Severely Obese
129,32.074985122,Male,1,img_129.bmp,Obese
130,38.312283737,Female,1,img_130.bmp,Obese
131,26.9098183391,Female,1,img_131.bmp,Overweight
132,36.9587881488,Female,1,img_132.bmp,Obese
133,30.6945867677,Female,1,img_133.bmp,Obese
134,47.0565200617,Male,1,img_134.bmp,Severely Obese
135,37.2926311728,Male,1,img_135.bmp,Obese
136,42.0825456837,Male,1,img_136.bmp,Severely Obese
137,37.8004620878,Male,1,img_137.bmp,Obese
138,54.0287369125,Female,1,img_138.bmp,Severely Obese
139,46.5116952551,Female,1,img_139.bmp,Severely Obese
140,34.9675605536,Male,1,img_140.bmp,Obese
141,32.5350346021,Male,1,img_141.bmp,Obese
142,43.3293685121,Female,1,img_142.bmp,Severely Obese
143,24.3252595156,Female,1,img_143.bmp,Normal
144,31.6342169748,Female,1,img_144.bmp,Obese
145,26.936065939,Female,1,img_145.bmp,Overweight
146,37.597110152,Male,1,img_146.bmp,Obese
147,23.7455432539,Male,1,img_147.bmp,Normal
148,47.4633487654,Male,1,img_148.bmp,Severely Obese
149,31.8682484568,Male,1,img_149.bmp,Obese
150,29.5628858025,Male,1,img_150.bmp,Overweight
151,27.1219135802,Male,1,img_151.bmp,Overweight
152,38.2434362529,Male,1,img_152.bmp,Obese
153,27.0214240706,Male,1,img_153.bmp,Overweight
154,59.4894222222,Male,1,img_154.bmp,Severely Obese
155,34.4938666667,Male,1,img_155.bmp,Obese
156,37.7587890625,Female,1,img_156.bmp,Obese
157,25.7446289062,Female,1,img_157.bmp,Overweight
158,28.6456626759,Male,1,img_158.bmp,Overweight
159,25.2495274102,Male,1,img_159.bmp,Overweight
160,25.8218549128,Male,1,img_160.bmp,Overweight
161,19.3663911846,Male,1,img_161.bmp,Normal
162,34.4043268221,Male,1,img_162.bmp,Obese
163,28.0550304558,Male,1,img_163.bmp,Overweight
164,29.527027027,Male,1,img_164.bmp,Overweight
165,25.6756756757,Male,1,img_165.bmp,Overweight
166,36.4878892734,Male,1,img_166.bmp,Obese
167,25.8455882353,Male,1,img_167.bmp,Overweight
168,36.1263888889,Male,1,img_168.bmp,Obese
169,30.2680555556,Male,1,img_169.bmp,Obese
170,26.5784499055,Male,1,img_170.bmp,Overweight
171,25.1018693552,Male,1,img_171.bmp,Overweight
172,25.4990817264,Male,1,img_172.bmp,Overweight
173,22.9168962351,Male,1,img_173.bmp,Normal
174,33.1191111111,Male,1,img_174.bmp,Obese
175,28.7448888889,Male,1,img_175.bmp,Overweight
176,28.12,Male,1,img_176.bmp,Overweight
177,21.6211555556,Male,1,img_177.bmp,Normal
178,38.2434362529,Male,1,img_178.bmp,Obese
179,27.9073724008,Male,1,img_179.bmp,Overweight
180,34.4043268221,Male,1,img_180.bmp,Obese
181,25.9878176854,Male,1,img_181.bmp,Overweight
182,31.4209816158,Male,1,img_182.bmp,Obese
183,24.306797099,Male,1,img_183.bmp,Normal
184,29.5316110061,Male,1,img_184.bmp,Overweight
185,26.5784499055,Male,1,img_185.bmp,Overweight
186,25.1021622694,Male,1,img_186.bmp,Overweight
187,24.4048799841,Male,1,img_187.bmp,Normal
188,26.6228558699,Male,1,img_188.bmp,Overweight
189,24.273780352,Male,1,img_189.bmp,Normal
190,31.8941398866,Male,1,img_190.bmp,Obese
191,24.6588951901,Male,1,img_191.bmp,Normal
192,30.6804205515,Male,1,img_192.bmp,Obese
193,25.1021622694,Male,1,img_193.bmp,Overweight
194,29.8341049383,Male,1,img_194.bmp,Overweight
195,23.4604552469,Male,1,img_195.bmp,Normal
196,27.669982699,Male,1,img_196.bmp,Overweight
197,24.6293252595,Male,1,img_197.bmp,Normal
198,24.36357908,Male,1,img_198.bmp,Normal
199,23.6252888049,Male,1,img_199.bmp,Normal
200,31.0361842105,Male,1,img_200.bmp,Obese
201,26.1677631579,Male,1,img_201.bmp,Overweight
202,23.6724489796,Male,1,img_202.bmp,Normal
203,22.9551020408,Male,1,img_203.bmp,Normal
204,24.3252595156,Male,1,img_204.bmp,Normal
205,23.1089965398,Male,1,img_205.bmp,Normal
206,24.0211937716,Male,1,img_206.bmp,Normal
207,22.6528979239,Male,1,img_207.bmp,Normal
208,37.5051459777,Male,1,img_208.bmp,Obese
209,31.0081915564,Male,1,img_209.bmp,Obese
210,23.7455432539,Male,1,img_210.bmp,Normal
211,22.4263464065,Male,1,img_211.bmp,Normal
212,30.1285714286,Male,1,img_212.bmp,Obese
213,25.8244897959,Male,1,img_213.bmp,Overweight
214,28.1260813149,Male,1,img_214.bmp,Overweight
215,26.4537197232,Male,1,img_215.bmp,Overweight
216,26.1114285714,Male,1,img_216.bmp,Overweight
217,21.5204081633,Male,1,img_217.bmp,Normal
218,26.7577854671,Male,1,img_218.bmp,Overweight
219,21.4366349481,Male,1,img_219.bmp,Normal
220,35.8673469388,Male,1,img_220.bmp,Obese
221,31.2763265306,Male,1,img_221.bmp,Obese
222,28.2426538108,Female,1,img_222.bmp,Overweight
223,23.4010560147,Female,1,img_223.bmp,Normal
224,32.979921186,Male,1,img_224.bmp,Obese
225,24.4051416776,Male,1,img_225.bmp,Normal
226,34.6621621622,Male,1,img_226.bmp,Obese
227,23.75,Male,1,img_227.bmp,Normal
228,35.2584876543,Male,1,img_228.bmp,Obese
229,27.1219135802,Male,1,img_229.bmp,Overweight
230,27.8912914104,Male,1,img_230.bmp,Overweight
231,24.4048799841,Male,1,img_231.bmp,Normal
232,36.2586788336,Male,1,img_232.bmp,Obese
233,24.4048799841,Male,1,img_233.bmp,Normal
234,47.2014285714,Female,1,img_234.bmp,Severely Obese
235,25.8244897959,Female,1,img_235.bmp,Overweight
236,33.4955632716,Female,1,img_236.bmp,Obese
237,24.4097222222,Female,1,img_237.bmp,Normal
238,32.8870572511,Male,1,img_238.bmp,Obese
239,27.4058810425,Male,1,img_239.bmp,Overweight
240,36.1762234825,Male,1,img_240.bmp,Obese
241,28.7933207309,Male,1,img_241.bmp,Overweight
242,41.6238347191,Female,1,img_242.bmp,Severely Obese
243,35.7787855883,Female,1,img_243.bmp,Obese
244,44.3471533426,Male,1,img_244.bmp,Severely Obese
245,33.0511803214,Male,1,img_245.bmp,Obese
246,32.8870572511,Female,1,img_246.bmp,Obese
247,28.9719313878,Female,1,img_247.bmp,Overweight
248,31.1902006173,Male,1,img_248.bmp,Obese
249,25.0877700617,Male,1,img_249.bmp,Overweight
250,39.7673372781,Female,1,img_250.bmp,Obese
251,27.2880473373,Female,1,img_251.bmp,Overweight
252,43.3950617284,Male,1,img_252.bmp,Severely Obese
253,34.9872685185,Male,1,img_253.bmp,Obese
254,44.7511574074,Male,1,img_254.bmp,Severely Obese
255,38.6487268519,Male,1,img_255.bmp,Obese
256,42.0629552549,Male,1,img_256.bmp,Severely Obese
257,35.6620707596,Male,1,img_257.bmp,Obese
258,31.9269031142,Male,1,img_258.bmp,Obese
259,25.5415224913,Male,1,img_259.bmp,Overweight
260,37.1184,Male,1,img_260.bmp,Obese
261,32.9941333333,Male,1,img_261.bmp,Obese
262,35.7277249135,Male,1,img_262.bmp,Obese
263,27.9740484429,Male,1,img_263.bmp,Overweight
264,35.2584876543,Female,1,img_264.bmp,Obese
265,24.4097222222,Female,1,img_265.bmp,Normal
266,26.3096458008,Female,1,img_266.bmp,Overweight
267,19.5756293161,Female,1,img_267.bmp,Normal
268,35.4369387755,Male,1,img_268.bmp,Obese
269,24.3897959184,Male,1,img_269.bmp,Normal
270,35.4245401864,Female,1,img_270.bmp,Obese
271,26.5684051398,Female,1,img_271.bmp,Overweight
272,37.597110152,Male,1,img_272.bmp,Obese
273,26.5158566335,Male,1,img_273.bmp,Overweight
274,46.3700259516,Male,1,img_274.bmp,Severely Obese
275,30.2545415225,Male,1,img_275.bmp,Obese
276,34.3688888889,Male,1,img_276.bmp,Obese
277,30.9944888889,Male,1,img_277.bmp,Obese
278,33.7714392944,Male,1,img_278.bmp,Obese
279,30.4734471758,Male,1,img_279.bmp,Obese
280,48.8102833552,Male,1,img_280.bmp,Severely Obese
281,36.9375117283,Male,1,img_281.bmp,Obese
282,44.6240234375,Female,1,img_282.bmp,Severely Obese
283,32.953125,Female,1,img_283.bmp,Obese
284,34.2991180334,Male,1,img_284.bmp,Obese
285,26.1200975793,Male,1,img_285.bmp,Overweight
286,25.8401596303,Female,1,img_286.bmp,Overweight
287,17.7189666037,Female,1,img_287.bmp,Underweight
288,27.5624860771,Male,1,img_288.bmp,Overweight
289,24.1171753174,Male,1,img_289.bmp,Normal
290,35.6186666667,Male,1,img_290.bmp,Obese
291,29.3697777778,Male,1,img_291.bmp,Overweight
292,31.7960722079,Female,1,img_292.bmp,Obese
293,27.7518349534,Female,1,img_293.bmp,Overweight
294,32.0038580247,Male,1,img_294.bmp,Obese
295,23.7316743827,Male,1,img_295.bmp,Normal
296,40.7730263158,Male,1,img_296.bmp,Severely Obese
297,37.0,Male,1,img_297.bmp,Obese
298,40.0540540541,Male,1,img_298.bmp,Severely Obese
299,25.4189189189,Male,1,img_299.bmp,Overweight
300,36.8684444444,Male,1,img_300.bmp,Obese
301,31.1194666667,Male,1,img_301.bmp,Obese
302,37.072265625,Female,1,img_302.bmp,Obese
303,31.7517089844,Female,1,img_303.bmp,Obese
304,51.7125164196,Male,1,img_304.bmp,Severely Obese
305,35.4863951961,Male,1,img_305.bmp,Obese
306,33.9023919753,Male,1,img_306.bmp,Obese
307,28.4780092593,Male,1,img_307.bmp,Overweight
308,37.9928692062,Male,1,img_308.bmp,Obese
309,31.5288046538,Male,1,img_309.bmp,Obese
310,51.4892578125,Female,1,img_310.bmp,Severely Obese
311,38.6169433594,Female,1,img_311.bmp,Obese
312,27.3167401806,Male,1,img_312.bmp,Overweight
313,24.5112371351,Male,1,img_313.bmp,Normal
314,38.6169433594,Female,1,img_314.bmp,Obese
315,30.0354003906,Female,1,img_315.bmp,Obese
316,44.6756756757,Male,1,img_316.bmp,Severely Obese
317,26.7027027027,Male,1,img_317.bmp,Overweight
318,34.0553633218,Female,1,img_318.bmp,Obese
319,29.4943771626,Female,1,img_319.bmp,Overweight
320,32.7722674073,Male,1,img_320.bmp,Obese
321,27.8912914104,Male,1,img_321.bmp,Overweight
322,40.8243243243,Male,1,img_322.bmp,Severely Obese
323,36.972972973,Male,1,img_323.bmp,Obese
324,39.9337278107,Female,1,img_324.bmp,Obese
325,23.2946745562,Female,1,img_325.bmp,Normal
326,43.7422222222,Male,1,img_326.bmp,Severely Obese
327,33.744,Male,1,img_327.bmp,Obese
328,36.8716326531,Male,1,img_328.bmp,Obese
329,26.6853061224,Male,1,img_329.bmp,Overweight
330,43.8917793965,Female,1,img_330.bmp,Severely Obese
331,31.8215400624,Female,1,img_331.bmp,Obese
332,30.4065743945,Male,1,img_332.bmp,Obese
333,26.6057525952,Male,1,img_333.bmp,Overweight
334,36.9375117283,Male,1,img_334.bmp,Obese
335,23.8774629386,Male,1,img_335.bmp,Normal
336,42.0823794333,Male,1,img_336.bmp,Severely Obese
337,26.9116156877,Male,1,img_337.bmp,Overweight
338,26.6287878788,Female,1,img_338.bmp,Overweight
339,20.1733241506,Female,1,img_339.bmp,Normal
340,32.979921186,Male,1,img_340.bmp,Obese
341,25.7243385251,Male,1,img_341.bmp,Overweight
342,29.6424354866,Male,1,img_342.bmp,Overweight
343,23.7139483893,Male,1,img_343.bmp,Normal
344,31.7464818315,Male,1,img_344.bmp,Obese
345,25.1018693552,Male,1,img_345.bmp,Overweight
346,32.6098632812,Female,1,img_346.bmp,Obese
347,24.0283203125,Female,1,img_347.bmp,Normal
348,42.214299118,Male,1,img_348.bmp,Severely Obese
349,27.7031337962,Male,1,img_349.bmp,Overweight
350,43.8494096681,Female,1,img_350.bmp,Severely Obese
351,28.1889062152,Female,1,img_351.bmp,Overweight
352,30.1285714286,Male,1,img_352.bmp,Obese
353,23.6724489796,Male,1,img_353.bmp,Normal
354,37.5852082869,Male,1,img_354.bmp,Obese
355,27.4058810425,Male,1,img_355.bmp,Overweight
356,42.4924444444,Male,1,img_356.bmp,Severely Obese
357,32.4942222222,Male,1,img_357.bmp,Obese
358,47.2014285714,Female,1,img_358.bmp,Severely Obese
359,40.3148979592,Female,1,img_359.bmp,Severely Obese
360,33.1052631579,Male,1,img_360.bmp,Obese
361,25.4375,Male,1,img_361.bmp,Overweight
362,49.1701323251,Male,1,img_362.bmp,Severely Obese
363,35.5855912623,Male,1,img_363.bmp,Obese
364,42.564453125,Female,1,img_364.bmp,Severely Obese
365,35.0126953125,Female,1,img_365.bmp,Obese
366,37.1957671958,Female,1,img_366.bmp,Obese
367,26.037037037,Female,1,img_367.bmp,Overweight
368,36.7434666667,Male,1,img_368.bmp,Obese
369,27.1201777778,Male,1,img_369.bmp,Overweight
370,46.1168,Male,1,img_370.bmp,Severely Obese
371,41.4926222222,Male,1,img_371.bmp,Severely Obese
372,37.6532434041,Male,1,img_372.bmp,Obese
373,35.5613965483,Male,1,img_373.bmp,Obese
374,41.1757142857,Male,1,img_374.bmp,Severely Obese
375,33.2848979592,Male,1,img_375.bmp,Obese
376,40.1644736842,Male,1,img_376.bmp,Severely Obese
377,37.3651315789,Male,1,img_377.bmp,Obese
378,38.4053069719,Female,1,img_378.bmp,Obese
379,27.0665972945,Female,1,img_379.bmp,Overweight
380,45.1891891892,Male,1,img_380.bmp,Severely Obese
381,38.1283783784,Male,1,img_381.bmp,Obese
382,52.7554065744,Female,1,img_382.bmp,Severely Obese
383,39.5285467128,Female,1,img_383.bmp,Obese
384,28.693877551,Male,1,img_384.bmp,Overweight
385,22.8488284203,Male,1,img_385.bmp,Normal
386,39.3267746914,Male,1,img_386.bmp,Obese
387,33.2243441358,Male,1,img_387.bmp,Obese
388,29.598351526,Male,1,img_388.bmp,Overweight
389,25.9964357318,Male,1,img_389.bmp,Overweight
390,45.8360339506,Male,1,img_390.bmp,Severely Obese
391,33.7667824074,Male,1,img_391.bmp,Obese
392,30.6634527089,Female,1,img_392.bmp,Obese
393,26.6287878788,Female,1,img_393.bmp,Overweight
394,37.9258494031,Female,1,img_394.bmp,Obese
395,30.6634527089,Female,1,img_395.bmp,Obese
396,34.4531075963,Male,1,img_396.bmp,Obese
397,26.6228558699,Male,1,img_397.bmp,Overweight
398,39.5759054232,Male,1,img_398.bmp,Obese
399,33.6395196097,Male,1,img_399.bmp,Obese
400,43.8494096681,Female,1,img_400.bmp,Severely Obese
401,39.9342838049,Female,1,img_401.bmp,Obese
402,38.0193877551,Male,1,img_402.bmp,Obese
403,25.8244897959,Male,1,img_403.bmp,Overweight
404,30.0354003906,Female,1,img_404.bmp,Obese
405,24.8864746094,Female,1,img_405.bmp,Normal
406,28.7933207309,Male,1,img_406.bmp,Overweight
407,22.8869985297,Male,1,img_407.bmp,Normal
408,44.6976643599,Male,1,img_408.bmp,Severely Obese
409,25.8455882353,Male,1,img_409.bmp,Overweight
410,40.1644736842,Male,1,img_410.bmp,Severely Obese
411,36.3914473684,Male,1,img_411.bmp,Obese
412,24.6891259105,Female,1,img_412.bmp,Normal
413,21.0314776275,Female,1,img_413.bmp,Normal
414,55.9079973268,Female,1,img_414.bmp,Severely Obese
415,32.4172421475,Female,1,img_415.bmp,Obese
416,44.3320408163,Male,1,img_416.bmp,Severely Obese
417,36.4412244898,Male,1,img_417.bmp,Obese
418,47.1381153932,Female,1,img_418.bmp,Severely Obese
419,40.873914012,Female,1,img_419.bmp,Severely Obese
420,28.5885736957,Male,1,img_420.bmp,Overweight
421,24.4048799841,Male,1,img_421.bmp,Normal
422,37.9304199219,Female,1,img_422.bmp,Obese
423,19.9091796875,Female,1,img_423.bmp,Normal
424,38.0953947368,Male,1,img_424.bmp,Obese
425,27.9934210526,Male,1,img_425.bmp,Overweight
426,28.9519526627,Male,1,img_426.bmp,Overweight
427,25.7905325444,Male,1,img_427.bmp,Overweight
428,33.961352657,Male,1,img_428.bmp,Obese
429,26.5784499055,Male,1,img_429.bmp,Overweight
430,29.2611862643,Female,1,img_430.bmp,Overweight
431,25.237773153,Female,1,img_431.bmp,Overweight
432,44.7040863177,Female,1,img_432.bmp,Severely Obese
433,37.6030762167,Female,1,img_433.bmp,Obese
434,61.7023533951,Male,1,img_434.bmp,Severely Obese
435,35.665316358,Male,1,img_435.bmp,Obese
436,34.109010712,Male,1,img_436.bmp,Obese
437,30.1222432262,Male,1,img_437.bmp,Obese
438,31.0011259148,Male,1,img_438.bmp,Obese
439,27.835053481,Male,1,img_439.bmp,Overweight
440,54.8714416896,Female,1,img_440.bmp,Severely Obese
441,32.277318641,Female,1,img_441.bmp,Obese
442,35.9892102847,Female,1,img_442.bmp,Obese
443,20.9802571166,Female,1,img_443.bmp,Normal
444,50.1708477509,Female,1,img_444.bmp,Severely Obese
445,25.8455882353,Female,1,img_445.bmp,Overweight
446,35.2960526316,Male,1,img_446.bmp,Obese
447,25.5592105263,Male,1,img_447.bmp,Overweight
448,33.7153061224,Male,1,img_448.bmp,Obese
449,30.8459183673,Male,1,img_449.bmp,Obese
450,32.2309688581,Male,1,img_450.bmp,Obese
451,24.7813581315,Male,1,img_451.bmp,Normal
452,36.4878892734,Female,1,img_452.bmp,Obese
453,30.4065743945,Female,1,img_453.bmp,Obese
454,30.6634527089,Male,1,img_454.bmp,Obese
455,24.2079889807,Male,1,img_455.bmp,Normal
456,29.0495867769,Female,1,img_456.bmp,Overweight
457,28.2426538108,Female,1,img_457.bmp,Overweight
458,32.277318641,Female,1,img_458.bmp,Obese
459,25.1763085399,Female,1,img_459.bmp,Overweight
460,38.4899821464,Male,1,img_460.bmp,Obese
461,35.2824836342,Male,1,img_461.bmp,Obese
462,27.4058810425,Female,1,img_462.bmp,Overweight
463,25.3700155937,Female,1,img_463.bmp,Overweight
464,26.9552662722,Female,1,img_464.bmp,Overweight
465,23.6274556213,Female,1,img_465.bmp,Normal
466,36.2586788336,Male,1,img_466.bmp,Obese
467,22.3130331283,Male,1,img_467.bmp,Normal
468,37.2926311728,Male,1,img_468.bmp,Obese
469,25.0877700617,Male,1,img_469.bmp,Overweight
470,40.4116512346,Male,1,img_470.bmp,Severely Obese
471,26.5794753086,Male,1,img_471.bmp,Overweight
472,42.4924444444,Male,1,img_472.bmp,Severely Obese
473,29.9946666667,Male,1,img_473.bmp,Overweight
474,38.3063265306,Male,1,img_474.bmp,Obese
475,34.1457142857,Male,1,img_475.bmp,Obese
476,25.4924945185,Male,1,img_476.bmp,Overweight
477,23.1210996795,Male,1,img_477.bmp,Normal
478,33.3599537037,Male,1,img_478.bmp,Obese
479,27.2575231481,Male,1,img_479.bmp,Overweight
480,35.9797659195,Male,1,img_480.bmp,Obese
481,26.775639754,Male,1,img_481.bmp,Overweight
482,51.6911764706,Male,1,img_482.bmp,Severely Obese
483,33.4472318339,Male,1,img_483.bmp,Obese
484,32.4933544932,Male,1,img_484.bmp,Obese
485,21.476294386,Male,1,img_485.bmp,Normal
486,37.7855415211,Female,1,img_486.bmp,Obese
487,24.5606019887,Female,1,img_487.bmp,Normal
488,29.6747919144,Female,1,img_488.bmp,Overweight
489,22.7785374554,Female,1,img_489.bmp,Normal
490,36.7434666667,Male,1,img_490.bmp,Obese
491,26.2453333333,Male,1,img_491.bmp,Overweight
492,34.4043268221,Male,1,img_492.bmp,Obese
493,28.940978786,Male,1,img_493.bmp,Overweight
494,38.9473684211,Male,1,img_494.bmp,Obese
495,27.9934210526,Male,1,img_495.bmp,Overweight
496,33.7153061224,Male,1,img_496.bmp,Obese
497,29.9851020408,Male,1,img_497.bmp,Overweight
498,50.9891975309,Male,1,img_498.bmp,Severely Obese
499,37.2926311728,Male,1,img_499.bmp,Obese
500,28.0550304558,Male,1,img_500.bmp,Overweight
501,23.6252888049,Male,1,img_501.bmp,Normal
502,38.0716127752,Male,1,img_502.bmp,Obese
503,26.4967268399,Male,1,img_503.bmp,Overweight
504,44.089532872,Male,1,img_504.bmp,Severely Obese
505,31.1667387543,Male,1,img_505.bmp,Obese
506,44.0731095679,Male,1,img_506.bmp,Severely Obese
507,27.7999614198,Male,1,img_507.bmp,Overweight
508,38.8380485632,Female,1,img_508.bmp,Obese
509,24.4303853865,Female,1,img_509.bmp,Normal
510,29.5316110061,Male,1,img_510.bmp,Overweight
511,25.8401596303,Male,1,img_511.bmp,Overweight
512,32.1394675926,Male,1,img_512.bmp,Obese
513,23.7316743827,Male,1,img_513.bmp,Normal
514,24.36357908,Male,1,img_514.bmp,Normal
515,22.8869985297,Male,1,img_515.bmp,Normal
516,29.950295858,Male,1,img_516.bmp,Overweight
517,21.6307692308,Male,1,img_517.bmp,Normal
518,37.5852082869,Male,1,img_518.bmp,Obese
519,25.0568055246,Male,1,img_519.bmp,Overweight
520,34.4531075963,Male,1,img_520.bmp,Obese
521,24.4303853865,Male,1,img_521.bmp,Normal
522,39.8326124567,Male,1,img_522.bmp,Obese
523,31.6228373702,Male,1,img_523.bmp,Obese
